cidade_slug,cidade_origem,tecnologia,indicador_id,mes_ref,semana_mes,valor
barra-de-santana-pb,BARRA DE SANTANA / PB,5g,ativacao,2026-07-01,2,5
barra-de-sao-miguel-pb,BARRA DE SAO MIGUEL / PB,5g,ativacao,2026-07-01,2,3
barra-dos-coqueiros-se,BARRA DOS COQUEIROS / SE,ftth,orcamento,2026-07-01,2,42
barra-dos-coqueiros-se,BARRA DOS COQUEIROS / SE,ftth,efetivado,2026-07-01,2,30
barra-dos-coqueiros-se,BARRA DOS COQUEIROS / SE,ftth,instalacao,2026-07-01,2,22
barreira-ce,BARREIRA  / CE,5g,ativacao,2026-07-01,2,16
barro-ce,BARRO / CE,5g,ativacao,2026-07-01,2,19
barroquinha-ce,BARROQUINHA / CE,5g,ativacao,2026-07-01,2,1
baturite-ce,BATURITE / CE,5g,ativacao,2026-07-01,2,29
baturite-ce,BATURITE / CE,ftth,orcamento,2026-07-01,2,1
baturite-ce,BATURITE / CE,ftth,efetivado,2026-07-01,2,1
bayeux-pb,BAYEUX / PB,5g,ativacao,2026-07-01,2,41
bayeux-pb,BAYEUX / PB,ftth,orcamento,2026-07-01,2,67
bayeux-pb,BAYEUX / PB,ftth,efetivado,2026-07-01,2,52
bayeux-pb,BAYEUX / PB,ftth,instalacao,2026-07-01,2,42
beberibe-ce,BEBERIBE / CE,5g,ativacao,2026-07-01,2,52
belo-jardim-pe,BELO JARDIM / PE,5g,ativacao,2026-07-01,2,12
belo-jardim-pe,BELO JARDIM / PE,ftth,orcamento,2026-07-01,2,19
belo-jardim-pe,BELO JARDIM / PE,ftth,efetivado,2026-07-01,2,16
belo-jardim-pe,BELO JARDIM / PE,ftth,instalacao,2026-07-01,2,14
benedito-leite-ma,BENEDITO LEITE / MA,5g,ativacao,2026-07-01,2,1
bezerros-pe,BEZERROS / PE,5g,ativacao,2026-07-01,2,31
bezerros-pe,BEZERROS / PE,ftth,orcamento,2026-07-01,2,19
bezerros-pe,BEZERROS / PE,ftth,efetivado,2026-07-01,2,19
bezerros-pe,BEZERROS / PE,ftth,instalacao,2026-07-01,2,18
boa-viagem-ce,BOA VIAGEM / CE,5g,ativacao,2026-07-01,2,17
bom-conselho-pe,BOM CONSELHO / PE,5g,ativacao,2026-07-01,2,25
bom-conselho-pe,BOM CONSELHO / PE,ftth,orcamento,2026-07-01,2,10
bom-conselho-pe,BOM CONSELHO / PE,ftth,efetivado,2026-07-01,2,9
bom-conselho-pe,BOM CONSELHO / PE,ftth,instalacao,2026-07-01,2,8
bom-sucesso-pb,BOM SUCESSO / PB,5g,ativacao,2026-07-01,2,4
brejo-da-madre-de-deus-pe,BREJO DA MADRE DE DEUS / PE,ftth,efetivado,2026-07-01,2,2
brejo-da-madre-de-deus-pe,BREJO DA MADRE DE DEUS / PE,ftth,instalacao,2026-07-01,2,2
brejo-da-madre-de-deus-pe,BREJO DA MADRE DE DEUS / PE,ftth,orcamento,2026-07-01,2,1
brejo-do-cruz-pb,BREJO DO CRUZ / PB,5g,ativacao,2026-07-01,2,38
brejo-santo-ce,BREJO SANTO  / CE,5g,ativacao,2026-07-01,2,60
brejo-santo-ce,BREJO SANTO / CE,ftth,orcamento,2026-07-01,2,53
brejo-santo-ce,BREJO SANTO / CE,ftth,efetivado,2026-07-01,2,48
brejo-santo-ce,BREJO SANTO / CE,ftth,instalacao,2026-07-01,2,41
brisanet-ce,BRISANET / CE,5g,ativacao,2026-07-01,2,3
buriti-dos-lopes-pi,BURITI DOS LOPES / PI,5g,ativacao,2026-07-01,2,1
cabedelo-pb,CABEDELO / PB,5g,ativacao,2026-07-01,2,18
cabedelo-pb,CABEDELO / PB,ftth,orcamento,2026-07-01,2,75
cabedelo-pb,CABEDELO / PB,ftth,efetivado,2026-07-01,2,58
cabedelo-pb,CABEDELO / PB,ftth,instalacao,2026-07-01,2,49
cabo-de-santo-agostinho-pe,CABO DE SANTO AGOSTINHO / PE,ftth,orcamento,2026-07-01,2,77
cabo-de-santo-agostinho-pe,CABO DE SANTO AGOSTINHO / PE,ftth,efetivado,2026-07-01,2,64
cabo-de-santo-agostinho-pe,CABO DE SANTO AGOSTINHO / PE,ftth,instalacao,2026-07-01,2,66
cachoeira-dos-indios-pb,CACHOEIRA DOS INDIOS / PB,5g,ativacao,2026-07-01,2,22
caico-rn,CAICO / RN,5g,ativacao,2026-07-01,2,96
caico-rn,CAICO / RN,ftth,orcamento,2026-07-01,2,36
caico-rn,CAICO / RN,ftth,efetivado,2026-07-01,2,31
caico-rn,CAICO / RN,ftth,instalacao,2026-07-01,2,28
cajari-ma,CAJARI  / MA,5g,ativacao,2026-07-01,2,6
cajazeiras-pb,CAJAZEIRAS / PB,5g,ativacao,2026-07-01,2,73
cajazeiras-pb,CAJAZEIRAS / PB,ftth,orcamento,2026-07-01,2,60
cajazeiras-pb,CAJAZEIRAS / PB,ftth,efetivado,2026-07-01,2,58
cajazeiras-pb,CAJAZEIRAS / PB,ftth,instalacao,2026-07-01,2,50
camacari-ba,CAMACARI / BA,ftth,orcamento,2026-07-01,2,182
camacari-ba,CAMACARI / BA,ftth,efetivado,2026-07-01,2,160
camacari-ba,CAMACARI / BA,ftth,instalacao,2026-07-01,2,120
camaragibe-pe,CAMARAGIBE / PE,ftth,orcamento,2026-07-01,2,92
camaragibe-pe,CAMARAGIBE / PE,ftth,efetivado,2026-07-01,2,66
camaragibe-pe,CAMARAGIBE / PE,ftth,instalacao,2026-07-01,2,58
camocim-ce,CAMOCIM  / CE,5g,ativacao,2026-07-01,2,133
camocim-ce,CAMOCIM / CE,ftth,orcamento,2026-07-01,2,1
camocim-ce,CAMOCIM / CE,ftth,instalacao,2026-07-01,2,1
,CAMOCIM/CE / CE,5g,ativacao,2026-07-01,2,1
campina-grande-pb,CAMPINA GRANDE  / PB,5g,ativacao,2026-07-01,2,154
campina-grande-pb,CAMPINA GRANDE / PB,ftth,orcamento,2026-07-01,2,220
campina-grande-pb,CAMPINA GRANDE / PB,ftth,efetivado,2026-07-01,2,177
campina-grande-pb,CAMPINA GRANDE / PB,ftth,instalacao,2026-07-01,2,169
campo-grande-rn,CAMPO GRANDE / RN,5g,ativacao,2026-07-01,2,4
campo-maior-pi,CAMPO MAIOR / PI,ftth,orcamento,2026-07-01,2,12
campo-maior-pi,CAMPO MAIOR / PI,ftth,efetivado,2026-07-01,2,10
campo-maior-pi,CAMPO MAIOR / PI,ftth,instalacao,2026-07-01,2,8
campos-sales-ce,CAMPOS SALES / CE,5g,ativacao,2026-07-01,2,61
canguaretama-rn,CANGUARETAMA / RN,5g,ativacao,2026-07-01,2,13
caninde-ce,CANINDE / CE,5g,ativacao,2026-07-01,2,52
caninde-ce,CANINDE / CE,ftth,instalacao,2026-07-01,2,23
caninde-ce,CANINDE / CE,ftth,orcamento,2026-07-01,2,32
caninde-ce,CANINDE / CE,ftth,efetivado,2026-07-01,2,29
caninde-de-sao-francisco-se,CANINDE DE SAO FRANCISCO / SE,5g,ativacao,2026-07-01,2,12
caninde-de-sao-francisco-se,CANINDE DE SAO FRANCISCO / SE,ftth,orcamento,2026-07-01,2,18
caninde-de-sao-francisco-se,CANINDE DE SAO FRANCISCO / SE,ftth,efetivado,2026-07-01,2,15
caninde-de-sao-francisco-se,CANINDE DE SAO FRANCISCO / SE,ftth,instalacao,2026-07-01,2,13
capinzal-do-norte-ma,CAPINZAL DO NORTE / MA,5g,ativacao,2026-07-01,2,3
capistrano-ce,CAPISTRANO / CE,5g,ativacao,2026-07-01,2,4
caraubas-rn,CARAUBAS / RN,5g,ativacao,2026-07-01,2,40
caridade-ce,CARIDADE / CE,5g,ativacao,2026-07-01,2,17
caridade-ce,CARIDADE / CE,ftth,instalacao,2026-07-01,2,1
carire-ce,CARIRE / CE,5g,ativacao,2026-07-01,2,7
caririacu-ce,CARIRIACU / CE,5g,ativacao,2026-07-01,2,21
carius-ce,CARIUS / CE,5g,ativacao,2026-07-01,2,9
carnaubal-ce,CARNAUBAL / CE,5g,ativacao,2026-07-01,2,2
carpina-pe,CARPINA / PE,ftth,orcamento,2026-07-01,2,7
carpina-pe,CARPINA / PE,ftth,efetivado,2026-07-01,2,6
caruaru-pe,CARUARU / PE,5g,ativacao,2026-07-01,2,153
caruaru-pe,CARUARU / PE,ftth,orcamento,2026-07-01,2,168
caruaru-pe,CARUARU / PE,ftth,efetivado,2026-07-01,2,134
caruaru-pe,CARUARU / PE,ftth,instalacao,2026-07-01,2,140
cascavel-ce,CASCAVEL / CE,5g,ativacao,2026-07-01,2,50
cascavel-ce,CASCAVEL / CE,ftth,orcamento,2026-07-01,2,50
cascavel-ce,CASCAVEL / CE,ftth,efetivado,2026-07-01,2,43
cascavel-ce,CASCAVEL / CE,ftth,instalacao,2026-07-01,2,49
catole-do-rocha-pb,CATOLE DO ROCHA / PB,5g,ativacao,2026-07-01,2,48
catole-do-rocha-pb,CATOLE DO ROCHA / PB,ftth,orcamento,2026-07-01,2,12
catole-do-rocha-pb,CATOLE DO ROCHA / PB,ftth,efetivado,2026-07-01,2,11
catole-do-rocha-pb,CATOLE DO ROCHA / PB,ftth,instalacao,2026-07-01,2,14
catu-ba,CATU / BA,ftth,orcamento,2026-07-01,2,44
catu-ba,CATU / BA,ftth,efetivado,2026-07-01,2,40
catu-ba,CATU / BA,ftth,instalacao,2026-07-01,2,32
caucaia-ce,CAUCAIA  / CE,5g,ativacao,2026-07-01,2,320
caucaia-ce,CAUCAIA / CE,ftth,orcamento,2026-07-01,2,228
caucaia-ce,CAUCAIA / CE,ftth,efetivado,2026-07-01,2,182
caucaia-ce,CAUCAIA / CE,ftth,instalacao,2026-07-01,2,140
ceara-mirim-rn,CEARA MIRIM / RN,5g,ativacao,2026-07-01,2,114
ceara-mirim-rn,CEARA MIRIM / RN,ftth,orcamento,2026-07-01,2,51
ceara-mirim-rn,CEARA MIRIM / RN,ftth,efetivado,2026-07-01,2,42
ceara-mirim-rn,CEARA MIRIM / RN,ftth,instalacao,2026-07-01,2,39
cedro-ce,CEDRO / CE,5g,ativacao,2026-07-01,2,27
cedro-ce,CEDRO / CE,ftth,orcamento,2026-07-01,2,4
cedro-ce,CEDRO / CE,ftth,efetivado,2026-07-01,2,4
cedro-ce,CEDRO / CE,ftth,instalacao,2026-07-01,2,5
cha-de-alegria-pe,CHA DE ALEGRIA / PE,5g,ativacao,2026-07-01,2,26
cha-grande-pe,CHA GRANDE / PE,5g,ativacao,2026-07-01,2,13
chorozinho-ce,CHOROZINHO  / CE,5g,ativacao,2026-07-01,2,68
conde-pb,CONDE / PB,ftth,orcamento,2026-07-01,2,1
conde-pb,CONDE / PB,ftth,efetivado,2026-07-01,2,1
coronel-joao-pessoa-rn,CORONEL JOAO PESSOA / RN,5g,ativacao,2026-07-01,2,9
coronel-joao-pessoa-rn,CORONEL JOAO PESSOA / RN,ftth,orcamento,2026-07-01,2,2
coronel-joao-pessoa-rn,CORONEL JOAO PESSOA / RN,ftth,efetivado,2026-07-01,2,2
coronel-joao-pessoa-rn,CORONEL JOAO PESSOA / RN,ftth,instalacao,2026-07-01,2,4
craibas-al,CRAIBAS  / AL,5g,ativacao,2026-07-01,2,1
crateus-ce,CRATEUS / CE,5g,ativacao,2026-07-01,2,113
crateus-ce,CRATEUS / CE,ftth,orcamento,2026-07-01,2,37
crateus-ce,CRATEUS / CE,ftth,efetivado,2026-07-01,2,37
crateus-ce,CRATEUS / CE,ftth,instalacao,2026-07-01,2,29
crato-ce,CRATO / CE,5g,ativacao,2026-07-01,2,163
crato-ce,CRATO / CE,ftth,orcamento,2026-07-01,2,120
crato-ce,CRATO / CE,ftth,efetivado,2026-07-01,2,100
crato-ce,CRATO / CE,ftth,instalacao,2026-07-01,2,82
,CRATO/CE / CE,5g,ativacao,2026-07-01,2,1
croata-ce,CROATA / CE,5g,ativacao,2026-07-01,2,11
cruz-ce,CRUZ / CE,5g,ativacao,2026-07-01,2,2
cruz-do-espirito-santo-pb,CRUZ DO ESPIRITO SANTO / PB,5g,ativacao,2026-07-01,2,17
currais-novos-rn,CURRAIS NOVOS / RN,5g,ativacao,2026-07-01,2,64
currais-novos-rn,CURRAIS NOVOS / RN,ftth,orcamento,2026-07-01,2,1
currais-novos-rn,CURRAIS NOVOS / RN,ftth,efetivado,2026-07-01,2,1
currais-novos-rn,CURRAIS NOVOS / RN,ftth,instalacao,2026-07-01,2,1
cururupu-ma,CURURUPU  / MA,5g,ativacao,2026-07-01,2,5
custodia-pe,CUSTODIA / PE,5g,ativacao,2026-07-01,2,25
custodia-pe,CUSTODIA / PE,ftth,orcamento,2026-07-01,2,3
custodia-pe,CUSTODIA / PE,ftth,efetivado,2026-07-01,2,2
custodia-pe,CUSTODIA / PE,ftth,instalacao,2026-07-01,2,2
delmiro-gouveia-al,DELMIRO GOUVEIA / AL,5g,ativacao,2026-07-01,2,17
delmiro-gouveia-al,DELMIRO GOUVEIA / AL,ftth,orcamento,2026-07-01,2,20
delmiro-gouveia-al,DELMIRO GOUVEIA / AL,ftth,efetivado,2026-07-01,2,17
delmiro-gouveia-al,DELMIRO GOUVEIA / AL,ftth,instalacao,2026-07-01,2,14
dias-davila-ba,DIAS DAVILA / BA,ftth,orcamento,2026-07-01,2,38
dias-davila-ba,DIAS DAVILA / BA,ftth,efetivado,2026-07-01,2,33
dias-davila-ba,DIAS DAVILA / BA,ftth,instalacao,2026-07-01,2,24
doutor-severiano-rn,DOUTOR SEVERIANO / RN,5g,ativacao,2026-07-01,2,5
doutor-severiano-rn,DOUTOR SEVERIANO / RN,ftth,orcamento,2026-07-01,2,1
doutor-severiano-rn,DOUTOR SEVERIANO / RN,ftth,efetivado,2026-07-01,2,1
encanto-rn,ENCANTO / RN,5g,ativacao,2026-07-01,2,14
encanto-rn,ENCANTO / RN,ftth,instalacao,2026-07-01,2,1
encanto-rn,ENCANTO / RN,ftth,orcamento,2026-07-01,2,1
encanto-rn,ENCANTO / RN,ftth,efetivado,2026-07-01,2,1
erere-ce,ERERE / CE,5g,ativacao,2026-07-01,2,12
escada-pe,ESCADA / PE,ftth,orcamento,2026-07-01,2,21
escada-pe,ESCADA / PE,ftth,efetivado,2026-07-01,2,20
escada-pe,ESCADA / PE,ftth,instalacao,2026-07-01,2,19
esperanca-pb,ESPERANCA / PB,5g,ativacao,2026-07-01,2,33
estancia-se,ESTANCIA / SE,5g,ativacao,2026-07-01,2,3
estancia-se,ESTANCIA / SE,ftth,orcamento,2026-07-01,2,37
estancia-se,ESTANCIA / SE,ftth,efetivado,2026-07-01,2,35
estancia-se,ESTANCIA / SE,ftth,instalacao,2026-07-01,2,26
eusebio-ce,EUSEBIO / CE,5g,ativacao,2026-07-01,2,72
eusebio-ce,EUSEBIO / CE,ftth,orcamento,2026-07-01,2,88
eusebio-ce,EUSEBIO / CE,ftth,efetivado,2026-07-01,2,73
eusebio-ce,EUSEBIO / CE,ftth,instalacao,2026-07-01,2,50
extremoz-rn,EXTREMOZ / RN,5g,ativacao,2026-07-01,2,117
extremoz-rn,EXTREMOZ / RN,ftth,orcamento,2026-07-01,2,105
extremoz-rn,EXTREMOZ / RN,ftth,efetivado,2026-07-01,2,91
extremoz-rn,EXTREMOZ / RN,ftth,instalacao,2026-07-01,2,76
farias-brito-ce,FARIAS BRITO / CE,5g,ativacao,2026-07-01,2,15
feira-de-santana-ba,FEIRA DE SANTANA / BA,ftth,orcamento,2026-07-01,2,135
feira-de-santana-ba,FEIRA DE SANTANA / BA,ftth,efetivado,2026-07-01,2,110
feira-de-santana-ba,FEIRA DE SANTANA / BA,ftth,instalacao,2026-07-01,2,85
felipe-guerra-rn,FELIPE GUERRA / RN,5g,ativacao,2026-07-01,2,12
ferreiros-pe,FERREIROS / PE,5g,ativacao,2026-07-01,2,7
forquilha-ce,FORQUILHA  / CE,5g,ativacao,2026-07-01,2,22
forquilha-ce,FORQUILHA / CE,ftth,orcamento,2026-07-01,2,1
forquilha-ce,FORQUILHA / CE,ftth,efetivado,2026-07-01,2,1
fortaleza-ce,FORTALEZA / CE,5g,ativacao,2026-07-01,2,1994
fortaleza-ce,FORTALEZA / CE,ftth,orcamento,2026-07-01,2,1865
fortaleza-ce,FORTALEZA / CE,ftth,efetivado,2026-07-01,2,1490
fortaleza-ce,FORTALEZA / CE,ftth,instalacao,2026-07-01,2,1191
fortaleza-ce-ce,FORTALEZA CE / CE,5g,ativacao,2026-07-01,2,2
francisco-rn,FRANCISCO / RN,5g,ativacao,2026-07-01,2,2
francisco-dantas-rn,FRANCISCO DANTAS / RN,ftth,orcamento,2026-07-01,2,1
frutuoso-gomes-rn,FRUTUOSO GOMES / RN,5g,ativacao,2026-07-01,2,16
gado-bravo-pb,GADO BRAVO / PB,5g,ativacao,2026-07-01,2,5
garanhuns-pe,GARANHUNS / PE,ftth,orcamento,2026-07-01,2,45
garanhuns-pe,GARANHUNS / PE,ftth,efetivado,2026-07-01,2,39
garanhuns-pe,GARANHUNS / PE,ftth,instalacao,2026-07-01,2,34
goianinha-rn,GOIANINHA / RN,5g,ativacao,2026-07-01,2,12
governador-dix-sept-rosado-rn,GOVERNADOR DIX SEPT ROSADO / RN,5g,ativacao,2026-07-01,2,30
granja-ce,GRANJA / CE,5g,ativacao,2026-07-01,2,50
granja-ce,GRANJA / CE,ftth,orcamento,2026-07-01,2,1
gravata-pe,GRAVATA / PE,5g,ativacao,2026-07-01,2,22
gravata-pe,GRAVATA / PE,ftth,orcamento,2026-07-01,2,20
gravata-pe,GRAVATA / PE,ftth,efetivado,2026-07-01,2,14
gravata-pe,GRAVATA / PE,ftth,instalacao,2026-07-01,2,10
grossos-rn,GROSSOS / RN,5g,ativacao,2026-07-01,2,9
grossos-rn,GROSSOS / RN,ftth,efetivado,2026-07-01,2,1
guamare-rn,GUAMARE / RN,5g,ativacao,2026-07-01,2,1
guamare-rn,GUAMARE / RN,ftth,orcamento,2026-07-01,2,1
guamare-rn,GUAMARE / RN,ftth,efetivado,2026-07-01,2,1
guaraciaba-do-norte-ce,GUARACIABA DO NORTE / CE,5g,ativacao,2026-07-01,2,27
guaraciaba-do-norte-ce,GUARACIABA DO NORTE / CE,ftth,orcamento,2026-07-01,2,1
guaraciaba-do-norte-ce,GUARACIABA DO NORTE / CE,ftth,efetivado,2026-07-01,2,1
guaraciaba-do-norte-ce,GUARACIABA DO NORTE / CE,ftth,instalacao,2026-07-01,2,2
guaramiranga-ce,GUARAMIRANGA  / CE,5g,ativacao,2026-07-01,2,2
horizonte-ce,HORIZONTE / CE,5g,ativacao,2026-07-01,2,61
horizonte-ce,HORIZONTE / CE,ftth,orcamento,2026-07-01,2,97
horizonte-ce,HORIZONTE / CE,ftth,efetivado,2026-07-01,2,81
horizonte-ce,HORIZONTE / CE,ftth,instalacao,2026-07-01,2,76
ibiapina-ce,IBIAPINA / CE,5g,ativacao,2026-07-01,2,10
ibiapina-ce,IBIAPINA / CE,ftth,instalacao,2026-07-01,2,1
ibiapina-ce,IBIAPINA / CE,ftth,orcamento,2026-07-01,2,1
ibiapina-ce,IBIAPINA / CE,ftth,efetivado,2026-07-01,2,1
icapui-ce,ICAPUI / CE,5g,ativacao,2026-07-01,2,2
ico-ce,ICO / CE,5g,ativacao,2026-07-01,2,57
ico-ce,ICO / CE,ftth,orcamento,2026-07-01,2,46
ico-ce,ICO / CE,ftth,efetivado,2026-07-01,2,45
ico-ce,ICO / CE,ftth,instalacao,2026-07-01,2,37
igarassu-pe,IGARASSU / PE,ftth,orcamento,2026-07-01,2,50
igarassu-pe,IGARASSU / PE,ftth,efetivado,2026-07-01,2,44
igarassu-pe,IGARASSU / PE,ftth,instalacao,2026-07-01,2,36
iguaracy-pe,IGUARACY / PE,5g,ativacao,2026-07-01,2,9
iguatu-ce,IGUATU / CE,5g,ativacao,2026-07-01,2,102
iguatu-ce,IGUATU / CE,ftth,orcamento,2026-07-01,2,110
iguatu-ce,IGUATU / CE,ftth,efetivado,2026-07-01,2,94
iguatu-ce,IGUATU / CE,ftth,instalacao,2026-07-01,2,88
ipanguacu-rn,IPANGUACU / RN,5g,ativacao,2026-07-01,2,4
ipaporanga-ce,IPAPORANGA / CE,5g,ativacao,2026-07-01,2,4
ipaumirim-ce,IPAUMIRIM / CE,5g,ativacao,2026-07-01,2,25
ipu-ce,IPU / CE,5g,ativacao,2026-07-01,2,37
ipu-ce,IPU / CE,ftth,orcamento,2026-07-01,2,10
ipu-ce,IPU / CE,ftth,efetivado,2026-07-01,2,10
ipu-ce,IPU / CE,ftth,instalacao,2026-07-01,2,9
ipueiras-ce,IPUEIRAS / CE,5g,ativacao,2026-07-01,2,23
iracema-ce,IRACEMA / CE,5g,ativacao,2026-07-01,2,21
iracema-ce,IRACEMA / CE,ftth,orcamento,2026-07-01,2,7
iracema-ce,IRACEMA / CE,ftth,efetivado,2026-07-01,2,7
iracema-ce,IRACEMA / CE,ftth,instalacao,2026-07-01,2,7
iraucuba-ce,IRAUCUBA / CE,5g,ativacao,2026-07-01,2,7
itabaiana-se,ITABAIANA / SE,ftth,orcamento,2026-07-01,2,32
itabaiana-se,ITABAIANA / SE,ftth,efetivado,2026-07-01,2,25
itabaiana-se,ITABAIANA / SE,ftth,instalacao,2026-07-01,2,22
itaitinga-ce,ITAITINGA / CE,5g,ativacao,2026-07-01,2,8
itaja-rn,ITAJA / RN,5g,ativacao,2026-07-01,2,9
itapaje-ce,ITAPAJE / CE,5g,ativacao,2026-07-01,2,21
itapaje-ce,ITAPAJE / CE,ftth,orcamento,2026-07-01,2,22
itapaje-ce,ITAPAJE / CE,ftth,efetivado,2026-07-01,2,19
itapaje-ce,ITAPAJE / CE,ftth,instalacao,2026-07-01,2,15
itapipoca-ce,ITAPIPOCA / CE,5g,ativacao,2026-07-01,2,76
itapipoca-ce,ITAPIPOCA / CE,ftth,orcamento,2026-07-01,2,65
itapipoca-ce,ITAPIPOCA / CE,ftth,efetivado,2026-07-01,2,60
itapipoca-ce,ITAPIPOCA / CE,ftth,instalacao,2026-07-01,2,55
itarema-ce,ITAREMA / CE,5g,ativacao,2026-07-01,2,4
itau-rn,ITAU / RN,5g,ativacao,2026-07-01,2,6
jaboatao-dos-guararapes-pe,JABOATAO DOS GUARARAPES / PE,ftth,orcamento,2026-07-01,2,154
jaboatao-dos-guararapes-pe,JABOATAO DOS GUARARAPES / PE,ftth,efetivado,2026-07-01,2,127
jaboatao-dos-guararapes-pe,JABOATAO DOS GUARARAPES / PE,ftth,instalacao,2026-07-01,2,78
jaguaretama-ce,JAGUARETAMA / CE,5g,ativacao,2026-07-01,2,17
jaguaretama-ce,JAGUARETAMA / CE,ftth,orcamento,2026-07-01,2,6
jaguaretama-ce,JAGUARETAMA / CE,ftth,efetivado,2026-07-01,2,6
jaguaretama-ce,JAGUARETAMA / CE,ftth,instalacao,2026-07-01,2,4
jaguaribara-ce,JAGUARIBARA / CE,5g,ativacao,2026-07-01,2,9
jaguaribara-ce,JAGUARIBARA / CE,ftth,orcamento,2026-07-01,2,8
jaguaribara-ce,JAGUARIBARA / CE,ftth,efetivado,2026-07-01,2,8
jaguaribara-ce,JAGUARIBARA / CE,ftth,instalacao,2026-07-01,2,7
jaguaribe-ce,JAGUARIBE / CE,5g,ativacao,2026-07-01,2,49
jaguaribe-ce,JAGUARIBE / CE,ftth,orcamento,2026-07-01,2,20
jaguaribe-ce,JAGUARIBE / CE,ftth,efetivado,2026-07-01,2,20
jaguaribe-ce,JAGUARIBE / CE,ftth,instalacao,2026-07-01,2,19
jaguaruana-ce,JAGUARUANA / CE,5g,ativacao,2026-07-01,2,12
janduis-rn,JANDUIS / RN,5g,ativacao,2026-07-01,2,10
jardim-de-piranhas-rn,JARDIM DE PIRANHAS / RN,5g,ativacao,2026-07-01,2,10
jati-ce,JATI  / CE,5g,ativacao,2026-07-01,2,21
jati-ce,JATI / CE,ftth,orcamento,2026-07-01,2,1
jati-ce,JATI / CE,ftth,efetivado,2026-07-01,2,1
jati-ce,JATI / CE,ftth,instalacao,2026-07-01,2,1
jeremoabo-ba,JEREMOABO / BA,5g,ativacao,2026-07-01,2,47
jeremoabo-ba,JEREMOABO / BA,ftth,orcamento,2026-07-01,2,14
jeremoabo-ba,JEREMOABO / BA,ftth,efetivado,2026-07-01,2,14
jeremoabo-ba,JEREMOABO / BA,ftth,instalacao,2026-07-01,2,15
jijoca-de-jericoacoara-ce,JIJOCA DE JERICOACOARA / CE,5g,ativacao,2026-07-01,2,1
joao-camara-rn,JOAO CAMARA / RN,5g,ativacao,2026-07-01,2,59
joao-camara-rn,JOAO CAMARA / RN,ftth,orcamento,2026-07-01,2,1
joao-camara-rn,JOAO CAMARA / RN,ftth,efetivado,2026-07-01,2,1
joao-pessoa-pb,JOAO PESSOA / PB,5g,ativacao,2026-07-01,2,393
joao-pessoa-pb,JOAO PESSOA / PB,ftth,orcamento,2026-07-01,2,826
joao-pessoa-pb,JOAO PESSOA / PB,ftth,efetivado,2026-07-01,2,678
joao-pessoa-pb,JOAO PESSOA / PB,ftth,instalacao,2026-07-01,2,512
jose-da-penha-rn,JOSE DA PENHA / RN,5g,ativacao,2026-07-01,2,2
jose-da-penha-rn,JOSE DA PENHA / RN,ftth,instalacao,2026-07-01,2,4
jose-da-penha-rn,JOSE DA PENHA / RN,ftth,orcamento,2026-07-01,2,5
jose-da-penha-rn,JOSE DA PENHA / RN,ftth,efetivado,2026-07-01,2,3
juazeirinho-pb,JUAZEIRINHO / PB,5g,ativacao,2026-07-01,2,18
juazeiro-ba,JUAZEIRO / BA,5g,ativacao,2026-07-01,2,90
juazeiro-ba,JUAZEIRO / BA,ftth,orcamento,2026-07-01,2,75
juazeiro-ba,JUAZEIRO / BA,ftth,efetivado,2026-07-01,2,64
juazeiro-ba,JUAZEIRO / BA,ftth,instalacao,2026-07-01,2,59
juazeiro-do-norte-ce,JUAZEIRO DO NORTE / CE,5g,ativacao,2026-07-01,2,357
juazeiro-do-norte-ce,JUAZEIRO DO NORTE / CE,ftth,orcamento,2026-07-01,2,308
juazeiro-do-norte-ce,JUAZEIRO DO NORTE / CE,ftth,efetivado,2026-07-01,2,274
juazeiro-do-norte-ce,JUAZEIRO DO NORTE / CE,ftth,instalacao,2026-07-01,2,248
jucas-ce,JUCAS / CE,5g,ativacao,2026-07-01,2,23
jucas-ce,JUCAS / CE,ftth,instalacao,2026-07-01,2,1
jucurutu-rn,JUCURUTU / RN,5g,ativacao,2026-07-01,2,14
junco-do-serido-pb,JUNCO DO SERIDO / PB,5g,ativacao,2026-07-01,2,13
lagarto-se,LAGARTO / SE,ftth,orcamento,2026-07-01,2,26
lagarto-se,LAGARTO / SE,ftth,efetivado,2026-07-01,2,18
lagarto-se,LAGARTO / SE,ftth,instalacao,2026-07-01,2,23
lago-dos-rodrigues-ma,LAGO DOS RODRIGUES / MA,5g,ativacao,2026-07-01,2,1
lagoa-pb,LAGOA / PB,5g,ativacao,2026-07-01,2,3
lagoa-seca-pb,LAGOA SECA / PB,5g,ativacao,2026-07-01,2,2
lagoa-seca-pb,LAGOA SECA / PB,ftth,instalacao,2026-07-01,2,1
lajes-rn,LAJES / RN,5g,ativacao,2026-07-01,2,10
lastro-pb,LASTRO / PB,5g,ativacao,2026-07-01,2,1
lavras-da-mangabeira-ce,LAVRAS DA MANGABEIRA / CE,5g,ativacao,2026-07-01,2,38
lavras-da-mangabeira-ce,LAVRAS DA MANGABEIRA / CE,ftth,orcamento,2026-07-01,2,10
lavras-da-mangabeira-ce,LAVRAS DA MANGABEIRA / CE,ftth,efetivado,2026-07-01,2,10
lavras-da-mangabeira-ce,LAVRAS DA MANGABEIRA / CE,ftth,instalacao,2026-07-01,2,7
limoeiro-pe,LIMOEIRO / PE,ftth,orcamento,2026-07-01,2,26
